user_id,business_id,stars,text,year,month,day
vlCaTq5zSPU586zD_55urw,asNmnXz9rT7JpJuvuX408w,5.0,"great staff and great service consistently. i work next door and pick up lunch at this location 1-2x a week with no problems, even through the rush.",2019,4,3
YrqMUXI2-ZoB93zvbwDFhg,2GtknyMaIwV3VHGZ8l_7NQ,4.0,this branch is my favorite since it is located in a nice complex in ofallon. there is plenty of parking and not crowded at all. the sub is made with care to include all the ingredients you want. make  sure to try the mayo plus vinigarette mix on your spicy italian sub as it is soo good combined. you will thank me for it,2019,10,12
tkDMV-GIM76RxxTu_BS16w,lF7Zn9GNg0wMpM5g5kWdBw,1.0,"you know those rare moments when you realize you're talking to an actual crazy person, and it's time to back away slowly? right. let's talk about the two employees who had the lunch shift at subway today. 

this story boils down to me taking a paper cup that i thought was a water cup. it wasn't. the girls behind the counter then went berserk, only they did so five or 10 minutes later - confusingly enough - after my husband and i sat down with our two small children.

long story short: my apology wouldn't cut it. my offer of cash didn't cut it. cash on the table when we left also didn't cut it. but one of the girls did yell, among other things, that we should never come back. (y'all, i give you my word that i'm not exaggerating here. just ...  wow.)
 
other customers saw what went down and were as baffled as we were. ""outraged"" was the word one guy used, actually. two people told me they'd never eat there again. another couple walked back out the door before they even got in line, saying, ""we need to get out of here now.""  

hey, my family won't be back, either.

please don't give this place your money or your time. it's bad. like blow-your-hair-back bad.",2020,1,19
s7adK_FLAjdEyEnsdbMcJA,9o8RiObxO9L7gXzLHt-deA,5.0,had a great experience at this subway. the staff was friendly and very helpful. all of the toppings were fresh and delicious. will definitely come back again!,2021,11,17
WfIODKfpxLI1FUWJs17R6w,NWjQ3f2b3cL7CGalFwwY_A,1.0,"today is august 9 2:56 pm !!!! the staff no friendly at all, she was on the phone 3 time wen she supposed take care of my order!!!! and she drop my food like she don't care about the service!!!!! very unprofessional and disrespectful. 
i hope the manager take care of the situation because they get pay for work not for be on the phone i pay for the service i don't get nothing for free !!!!",2021,8,9
3t-qYu2SSGbzLx2wJ1TLNw,oeEGx3aQGS3wM8IMdDffsw,1.0,"first covid aside, the workers acted as if no one just walked in, my sandwich was wrong when i got home to eat it (i placed an online pick up), and my cheese tasted like turkey for some reason.. hopefully it wasn't rotten. my experience in a covid era-- the business was completely packed with people, you couldn't not be next to someone, workers did not have masks or gloves on.  one lady putting cookies away (which this is disgusting regardless of current events) was leaning on the counter, no gloves, no mask (regardless of a pandemic i dint think your mouth needs to be 3 inches from cookies while you're running it non stop a about checking cameras -- because everyone in there wants to hear that) touching the cookies, the baking sheet, and spatula with her hands... that's nasty. this place is nasty.",2020,7,19
PeSFUvfsvkzZxpTdWJ6ljw,An_QUi1YfPUf5kXJEgZMeQ,5.0,josh makes the best sandwiches!!! with such precision and attention to detail! best subway sandwich in years! been back in 2 times in 3 days because of him!!!,2021,2,27
a82xYOnRbXJELpOHpDpRqQ,ccW1MsjPwnoJVMGk4Bvsbw,1.0,"if i can rate my experience a zero i would. the worst service i have ever experienced. first of all the difference between the service provided to my family and myself compared to the other customers was beyond obvious. the worst thing is that it was the supervisor herself christina that set the example to her fellow co-workers. from the very start it bothered her to heat the meats and toast it, it bothered her to add beacon and extra cheese as if we weren't paying extra. the sandwiches were as sloppy as the workers not appetizing. and as if that wasn't enough she wasn't wearing gloves when she handed my meals. and just when i though this nightmare was over she yelled at us from across the restaurant while
tending to other customers already for our form of payment because she had to get change for us. that was sooo unprofessional and very disrespectful. our food is not given to us for free we are paying for our food and our service. and after 15 years going to this subway on broadway and alvernon i'd rather go an extra mile to avoid seeing christina and her fellow coworkers",2020,8,24
BCdI7s-IurfHvubbJHlczg,sygVxYFPJGqOV3QLZKKkxg,1.0,"did not get what i ordered in the app.  tiday(6/5/30) i ordered on the app. i called ahead of time to ask if they had the bedford patties. sam informed me that she didn't. to call the 12 and cardinal location. i called the cardinal location and was told that they did have them.. i proceeded to order on the app  and but somehow  i mistakenly ordered   at the location  that  told me they didn't have the veggie patties.   as i walked into the cardinal store i was told my order had not appeared but  maria expecting it since i had called before ordering.  maria informed  me tfat i had placed it at the midvale  location. she added me to call and cancel it.. after multiple attempts of  calling them and nit answering.  dam at the midvale location answered. after reminding her who i was and telling her i had placed an app order by mistake to tfat store she proceeded to tell me they did have veggie patties now and that my order was ready. surprised by this news of them now having the patties. i drove to that store. i picked up my  order.  unfortunately i noticed that the order was wrong.  it did not have 
jordanaire and the patties were cold. i called  the store and sam answered  again. i notified her of my findings. she told me that they are kept in the fridge and that's why they were cold she didn't even toast the sandwhiches (cheese not melted and bun not toasted) even though i selected toasted on the app. i asked if i could speak together supervisor to which she said they weren't there i feel tfat i deserve a refund or to be compensated in done way.. next time i will make sure my order is at the cardinal and valencia location. dam from the midvale store should try to be helpful. the manager from that store reads this,  fell free to comment and !show  sam a thing or two about customer service.",2020,6,6
BjVNmwcLhmKX1L4Iorcqrg,3p1gTXaVUKprXnzvhq7RRA,5.0,this is my favorite subway location. they make a mean sandwich! they're always friendly and fast! even when your kid is making war and explosion noises in the background!,2019,11,28
YQNK66Pj8o0HFt22P4hn8w,oeEGx3aQGS3wM8IMdDffsw,1.0,"horrible service, horrible location. i ordered 3 subs through the subway app thinking that it was a simple enough order and i learned quickly that i was wrong.

upon arriving at the location i immediately noticed that there was an altercation with the employees. one of the employees walked outside grabbed a bat from his vehicle and began to threaten a person who was supposedly there to pick up his girlfriend after her shift ended.

i walked into the store and things got worse. one of the employees was so upset over what was happening that she kept making mistakes on the order of the customer before me. the customer quickly became agitated by all of the nonsense and said to another employee who was obviously new to ""just pull my sandwich out of the oven so i can leave""

the new employee, was visibly nervous and sweating heavily began working on my sandwich after finishing up with the other customer. when i asked him ""hey which one are you working on?"" because i had a concern he was going to make a mistake, he replied, ""uh...i'm working on the 3rd one. i've already finished the 1st and the 2nd"" i was confused by this but i decided to let him finish up. he then gave me a bag containing 3 sandwiches with a receipt sloppily thrown in the bag. i asked him ""am i supposed to sign something?"" to which he responded ""no you're good"" 

i get home, open the bag, unwrap the sandwiches and was amazed at what i saw. none of the sandwiches had meat on them. just veggies and bread. i'll never return to this subway ever again.",2020,7,19
lAW03ccfMEuRZiDqvVgc0w,0ihbRd1mnVKCP6h8TEpqng,3.0,"good location to quickly grab something and hit the road but not in an area i'd recommend stopping late at night or staying for long. 

on today's visit i ordered two potato bun sidekicks.  food was consistent with other locations i've ordered at.

atmosphere was clean. 

washrooms we're closed today the public snd takeout only currently due to pandemic numbers.",2021,9,23
GSdoPhKRdrBlwgzt_fIr4Q,6m_4mndX68YhS7daKo_5_g,2.0,"positives today: sandwich was actually very good. bread and vegetables were fresh and sandwich was put together well.

negatives: only one employee working at 12:00pm during a lunch rush and this employee was one of the slowest i've experienced at a subway. great attitude but just very slow. bathroom was absolutely disgusting.

would recommend better/more staffing at peak times as well as further training on increasing speed and better upkeep of facilities.",2020,9,27
0rEcv-af-TlXLi8BbZ9l_A,NWjQ3f2b3cL7CGalFwwY_A,5.0,"great customer service, they were kind and quick, & we came in very close to closing time! our sandwiches were wonderful, the artist didn't skimp on anything like most locations! everything seemed clean & everything behind the glass looked fresh. very satisfied!",2020,10,19
bNnBwW5kNO77KTgMeVhxKg,bJ7_F_3uesqOPvSK8W8TxQ,2.0,"legit waited for 20 minutes in the drive-thru before getting my food (i was the only car). i should have just left or gone in, but i was too hungry and lazy to change course. my sandwich ended up with cold cheese instead of being melted and the wait made me too cranky to enjoy my lunch. i'll definitely pick a different subway next time around.",2019,4,28
mDiDWhr-1kgRKCXj-9kLaw,3dKYfMIswL9SZNk-Q2J9Lg,1.0,"if i had to give a 0 star i would!! the employees were extremely disrespectful and rude!!! i went through their drive thru and ordered, as i pulled up my husband was told they did not have any of the drinks we asked for so we kept changing our choice of drink and the employee rudely kept saying that they had ran out! we ended up grabbing a drink and as we were paying the employee rudely asked for the amount and almost tossed the bag to us! she did not say here you go or have any nice gestures! she closed the window and walked away without saying a word!!! i was never rude in any way for them to treat a customer this way! what a rude and unprofessional staff!!! this was by far my worst experience! to top it off i ended up finding hair inside my sandwich! that is disgusting!!! so disappointed!",2020,9,25
fn6bIlOJfEeK1hnat05oNA,3p1gTXaVUKprXnzvhq7RRA,5.0,"very clean store, and new products are being added often! the food is very fresh and the people are very friendly here. i enjoy this subways sandwiches.",2019,8,14
7R48s-9Nq3mUxSI2RTjP2A,oxlvgv2HBuPmpNlVHru0yQ,2.0,we came at about 7pm and the girl was very annoyed we didn't want toppings on our sandwich and started giving us a attitude for no reason when we had been nothing but polite,2020,2,11
YnZdeKTniklokR_8inWC0A,0ihbRd1mnVKCP6h8TEpqng,1.0,"it baffles me that all subways have the same ingredients yet this specific restaurant makes terrible, awful, pathetic, sandwiches... every  single  time?! it's not difficult by any means. working a rush can be frustrating, busy and panic at times but when there's no one in line you still wait 5 mins for service. aug 14, 1 personal already being handled, and this foolish woman starred at me for 2 minutes!!!! wiping her hands after i already started an order but i mean, at least she actually washed her hands... i think  again... every single time, it's a wait! people or not. i've been here multiple times, despite the truly awful service. i guess convenience trumps quality when you're hungry. even when i spoke out about a complaint and got a complementary sandwich it was still trash  ‍ when i finally got it that is. that took 10-15 mins just to confirm when i called 2 hours before hand! she just wanted to talk to the manager in the phone about her day. the lettuce is always poor, yellow/green quality. it seems veggies don't need to go on the whole sub, if at all, just the middle. when you ask for a correction ""can you please spread the *veg* over the whole sub"" you just end up with a boat load of more veggies in the same spot with a side of attitude and an extra veg $ charge. just stupid  extremely low quality staff, service and veggies...... if they even have any that is. there was 2 times, months apart, where there was just olives and banana peppers.. which you'd think might be disclosed before your sub goes in the oven, neither time staff didn't think to mention but i guess common sense isnt all that common  the 30+ year old staff is always lippy.. i suppose that explains why they work full time, on minimum wage as a 'sandwich artist' ‍ i'd likely be upset with the world at that point too! just don't expect a great sandwich or great service. there's another subway down the road on 118ave behind kfc. it's worth the extra 3 min drive even if you hit every red light.",2020,8,14
fo1h_M46_IDvlyHM3pdLKA,X8B-qqJT5bzrUH_wkjhVbQ,1.0,"i will never go back there again, i got a coupon in the mail and it sounded good for dinner so i drove there and placed my order she said that they don't participate with the coupons , what a let- down so i went to another 
sub shop ( not subway) and they took subways coupon and still got a sandwich..",2021,10,22
elPKL3NgY24-jXKk924GSw,oxRbrGrFxB2BOBLQca9c1g,4.0,great customer service did not order a drink but offer a water cup. nice and considerate,2019,10,23
IgzU6nbe8roJPWhgdMDWtg,ccW1MsjPwnoJVMGk4Bvsbw,1.0,"poor service the staff was unpleasant, rude, and rushing even though it wasn't busy. lacking variety of cheeses, not for the first time. not properly wearing masks, noses were exposed.",2020,7,5
yJAgJ4RkTIYOYUDJUAyZIw,E1GEVyZCCdmT2zyp4vx2wA,1.0,"went in to grab lunch today. immediately we were told they can't make more than 4 sandwiches per order. i'm unsure why, does covid come if you have five sandwiches?  there was no explanation why just that they couldn't do it. okay that's fine we only needed three. all three girls working seemed pretty miserable. one was complaining the whole time about how dull the knives were. the produce looked brown and not super fresh. alas it's the only sandwich place nearby so we had no choice. i definitely won't return to this subway. i do frequent subway often but the girls in middleton are much friendlier (not sure if that is even a word)",2021,5,30
k-E6u7H5_QO2IwQwHX9T1Q,An_QUi1YfPUf5kXJEgZMeQ,1.0,"when i walked in today, the customer ahead of me was unmasked--and his order was still being taken. i don't know the reason, since i turned around and left without ordering, but it was clear neither he nor the (masked) employee serving him saw anything out of the ordinary about this.

i guess there's a reason the sign on their door says ""masks requested"" rather than ""masks required."" this location clearly is unconcerned about the ongoing county guidelines around mask-wearing. i won't be coming back.",2021,4,30
gcYmFP-PaXVko09p4WT7kw,RSPBRkjkHcjcR_KrVimBBQ,1.0,"i used to go to this subway on an occasional basis to grab a quick bite for lunch or dinner.  last november was the last time i will ever step foot back into this location.  i came in with 2 coupons.  usually most places will run two separate charges so using 2 coupons isn't a big deal.  i ordered my sandwiches and went to checkout.  the owner refused to honor the second coupon and gave me an attitude.  honestly, the customer service in this location sucks.  owner also did not give me the corporate napkins too, which could possibly be a violation of their franchise agreement.  corporate, please take note.",2020,5,13
guHqxA1UKhOVZdsz6XFWzw,KrXTA30iqdvb7iNIYdFCVQ,1.0,i went in the store to order a sandwich and saw the black lady that's working right now touching her phone screen and pulling food at the same time i do a sandwich where the without gloves you're still touching a screen that probably has germs on it. no thank you i walked right back out,2019,10,30
3CC7cDW80Q5K-11NS8LqPw,-BLKZfw-FX7602K59OpBgg,1.0,such a terrible experience!! salad was 10 dollars and yet they could barely give us any actual lettuce. basically just paid ten dollars for a couple of toppings!! same with the sandwich. hardly any meat at all and asked for light mustard but mustard seems to be the only thing they could give us more than enough of. was surprised that they filled the drink up the whole way. service was meh.,2021,4,22
f1JYbyqLYqyZv7Rnf1_aqg,JbdGiAzMBRZdXIlDVISeBQ,5.0,"by far the nicest & cleanest subway i have ever been in. if we're being honest, probably one of the cleanest restaurants in the city! ;) sandwich artist was super nice and friendly as well! i will drive further to patron this location any day!",2021,8,7
tMRo8Zj4LsPdRTzDDg-UFA,An_QUi1YfPUf5kXJEgZMeQ,1.0,"tech did not make my sandwich correctly,which is not a problem ...mistakes happen.  what was a problem was her insistence that it was my fault and the fact that they did not want to correct the overcharge payment on my bill.  although i have been going there regularly,  this will be my last visit.",2020,12,10
z9G1SnPtxN_KkZb-e4Qc-w,HDQGViGXTflhNta6Da1eZw,1.0,"always busy and fast but only one friendly old man works there, he's the only one who gets the orders right. everyone else is rude and doesn't listen and messes up.",2019,4,13
P7Lw4rLBnk-Kq0tNZ81Xaw,hNuRKVOgigDdcvwqH7v8Jw,1.0,it was close at 5:30 pmwhen it was supposed to close at 9 pm workers inside but will not open the door for customers i took an ubber to get their this was frustrating.,2020,1,23
GL9vbvSBR_CymWZ9EvY3Lg,WoLNjwMW7fDivhWwY7tODg,1.0,"this is by far the most convenient location for me, which is why i keep hoping it will get better.  this week was the worst experience yet though, so i will drive further from now on.

i've never seen more than 2 staff working at a time... which is not uncommon for subway, but this location seems to do a lot of skip/app orders.  they will stop in the middle of making your sub, to go get the ipad, print out an order and start making it.  they don't care how many people are standing in their store, they will drop everything for an online order.  maybe they have timelines they need to meet or something, i dunno.  but it sucks for the people who went in person.

we've had issues in the past with staff not listening, and we have to repeat our order multiple times (more often than not it's because they get distracted by an online order coming in, or their coworker telling them something in the middle of you ordering).  the customer in front of them is never the focus or priority.

yesterday when i got home and my boyfriend found a hair running the entire length of his sub - that was the last straw for us.  bad service was one thing, but poor quality in another.",2021,12,2
Jv02X15uomqvZHkMCtKa0A,oxlvgv2HBuPmpNlVHru0yQ,5.0,only clean subway in tampa bay. amazing clean food. happy to find this place . five stars all day,2021,12,13
8VW97NKkQj4B7CEcMP0HHg,3p1gTXaVUKprXnzvhq7RRA,1.0,whomever this subway was sold to ruined it. horrible service. staff was dirty and didn't wash hands in between cash and food handling. now that i'm looking at the reviews this place looks like it has gone downhill with new owners. i think 1 star is being kind.,2019,4,1
lb6GPCR-ecVuOC57TIgYNg,xssX2VP_JW-Yg1sjBK8gXg,2.0,this subway as far as staff goes has gone down hill. the food itself is still the same but that is just a standard and the place is clean. just not the most friendly group here.,2021,8,9
wd-8dX8iFJYGoCKDESgbzA,lF7Zn9GNg0wMpM5g5kWdBw,2.0,"normally when employees of any establishment make a mistake, as long as they aren't crappy about it, i won't even think twice about it. in today's situation, it doesn't really make it any better that i actually worked at subway for years and managed a few of them in town, so i know exactly how they run, how they're supposed to run, and what was supposed to be done. 

i ordered a chicken breast sandwich. the one that's on sale right now. they asked me what cheese like normal l, heat the breast up in the microwave before toasting it, like they were supposed to. then an older woman asked me what kind of sauce i wanted on it and i said mayonnaise and honey mustard. she reached for and put on light mayo. i stopped and asked, is that light mayo? she said ""we put light mayo on always unless they ask otherwise.""
hmm.. funny that they didn't do that when i worked there. if they say mayo, you do mayo. if they want light mayo... they'll ask for it. 
i told her i didn't like light mayo. she asked me if i wanted her to scrape it off with her knife...as she began trying to scrape off sauce, taking cheese with it.
i told her i'd like a new one because that one was now grossing my out. with attitude she says, ""ooooooook.""
then when they went to remake it, they didn't heat the chicken breast up in the microwave first, like they're supposed to. they just threw it in the toaster and the chicken was cold.

the attitude and blatant lack of customer service is why i'm here writing. usually subway is on point... today if a manager had been in, i'd have asked for a refund.",2020,2,5
dUGkKCWPE6Z361H7XlkEFw,X8B-qqJT5bzrUH_wkjhVbQ,1.0,i made an online order for a sandwiches on memorial day before i went to work. this store accepted my order and took my payment. when i went to pick up my order they were closed. i have been trying to contact them for weeks. i've visited the store on several occasions but the manager is never there or that is what i am told. i come back when they tell me he'll be there and there's always an excuse on why he's not there. they told me one week that he would be there 3 different times and i went all three times. he was never there. i've called and left him over 10 voice messages & 2 hand written messages. i have called corporate and spoke with someone 3 times. they said they'll contact him and have him call me. i still have not heard from them or gotten my money back. it's not even the fact that they took my money but no company should be allowed to ignore customers like this.,2019,6,30
GaRm4Nq-9sBITDQ7fGdu1g,6uow2D7fiTK3d_wuUmafmw,1.0,it was a very disappointing visit the woman was overworked very bad attitude complaining about how she wants to go home gave me old crusty bread the bottom was soft the top was so hard it was crumbling i am very disappointed i work 8 hours a day right in the sun the service was not okay my sandwich was not okay i called the store couple times somebody picks up and hangs up just as she was doing when i walked into the store to somebody else i would not recommend going to this store on wetmore,2020,8,20
shGjYHZ8Q5BtAfe1UMb-2g,hNuRKVOgigDdcvwqH7v8Jw,1.0,"i went there yesterday around lunchtime and the man that's always in there had an attitude with me all because he couldn't hear me. i ordered an 6in italian herbs and cheese steak with american cheese, lettuce, jalapeños and honey mustard. this man claims i didn't tell him i wanted an 6in but i know i did because the lady in front of me ordered the same thing. as he continues to make my order he ask me if i wanted it toasted and that's when i look down at him and realized he is making an 12in, i told him i want a 6in he said ""you wait until i'm done with the sandwich to tell me"" i said ""uh no i said it before you even started "". this man throws everything off the bread, slams the bread and cuts the bread aggressively then rolls his eyes at me as he is throwing away half of the bread that he won't be using like it's my fault he didn't hear me. i didn't say anything while this was going on not even when he ask what i wanted on my sandwich with his attitude face until he is wrapping my sandwich up at the end and starts laughing and says ""you really waited until i was done with your sandwich to tell me"" i told him ""what's funny? you want to continue talking about it? you literally have an attitude with me because you didn't hear what i said. you're throwing stuff and rolling your eyes at me all because of a sandwich that wasn't even all the way done!!!!""  it was just the bread steak and cheese not even toasted, i will never go back here again, this is not how you treat customers, he has bad customer service and someone needs to bring it up to his attention. hopefully he is not the manager at this location but i'm pretty sure he is. on that note i will be contacting hr too.",2021,11,3
0e5VpxLQfWOFLzQtHvMkGg,lF7Zn9GNg0wMpM5g5kWdBw,1.0,"do not do online order from here.

the order was wrong, the order took 20 minutes longer to be made than the time that was given when placing the order for it to be picked up.

the staff is horribly rude and yelled at me for getting there at 12:04 when it was to be picked up at 12:05 and little apology and told me to come back in a little bit.

very unprofessional.",2020,7,3
u7s1HEyTSxoaX3efA41P0g,3p1gTXaVUKprXnzvhq7RRA,2.0,"i hadn't been to a subway in years, but this one is close to my house, and i'd recently gotten some coupons in my mail box.  i knew i'd be working some late nights, so i stuck them in my car.  much to my surprise, though, when i swung in for a quick sandwich on my way home one night...  the subway staff at this subway location explained to me that they don't take subway coupons.  uhh  what?  actually, it wasn't so simple as that.  they explained they would accept a coupon, but only for the most basic of sandwich, (one basic meat, one basic cheese, lettuce/tomato/onion for the veggies), and i'd have to buy a drink and chips too.  honestly it would've come off better if they'd just said something like they were sorry but they just weren't set up to take coupons.  
i'll give them two stars instead of one because they were fast, and the service was friendly, (the gal was downright cheerful as she explained that if i wanted to use a coupon i'd get the most bare bones sandwich they could make, and i'd also have to buy chips and a drink with it.)  but, honestly, i'm not gonna be back.  subway's nothing more than mediocre fast food-style subs to begin with, which is fine if the price is right.  but, unless you're using a coupon, or taking advantage of a special...  they're really not much, if any, cheaper than a sandwich from a better quality, not fast-food, shop.  (not to mention the locally distributed, but not honored, coupons just come off as a scammy way to get you in the door.)  there's some amazing sandwich shops in town, go a little further afield and get a better sandwich for around the same price.",2020,11,30
Tp8lK4TWERIJA-5dNnardA,E1GEVyZCCdmT2zyp4vx2wA,5.0,"ryan is seriously awesome!!  i tend to be a bit neurotic and i want my sandwich to have the same amount of meat, cheese, & toppings in each bite. generally, that means that once i get home i have to take apart and reconstruct my sandwich. well, not today! ryan takes pride in making sandwiches that look and taste great.  he took his time and was really friendly too! ryan should be a trainer! if all of subways ""sandwich artists"" were like ryan, i would be a very happy girl!",2020,3,3
BccUeWIeKtkmlSukE9pYaw,qhhznOo5NgdkhAti7qj3dA,5.0,"ok - so i would have to actually agree with some of the negative reviews here at times but not today. today we met becky s.  she is definitely a ""can do"" person!  my son had a special request and when one of the other employees said no she stepped in an said ""no problem"" and proceeded to make him exactly what she wanted. if you had more employees like her you wouldn't have a 2.5 star rating.  kudos to becky and her winning attitude. at least she still knows that customer is the priority in the food service industry. thanks",2021,12,2
1CDsTBnUeI3SdMZg3v6TUA,Rp-LsUkZrQhxvEGPe9nhoQ,1.0,"ordered delivery via uber eats & they didn't deliver my subs, only delivered bag of chips & drink. 

ordered:
(1) footlong cold cut combo pro
(1) footlong  cold cut combo deluxe (extra meat)
(2) bags doritos chips
(2) bags lays chips
(2) vitamin waters

driver did not pickup & deliver my 2 subway cold cut combo subs, he only delivered chips & drinks. i called restaurant & they said sandwiches were still there.  

i called driver immediatly & he says store didn't give him my sandwiches & they only gave him chips & drinks.  he says he specifically asked store if that was all in my order when they gave him just chips & drink & he says they told him yes, that was all - no subs.  i then called the store & they said both my sandwiches are still there & driver didn't pick them up. 

i'm done with this shi@*y location!",2021,11,13
nUF9eLh6To0RS2y9q5Qs4A,lF7Zn9GNg0wMpM5g5kWdBw,1.0,"i am usually not one to complain because i have worked in customer service for the past 11 years but this store was another story. i was on this side of town to run some errands so i decided to stop for a quick bite. there was not a line but it still took a few minutes to be greeted. i didn't think too much of it because maybe they were busy in the back doing their things. a hispanic girl approaches me and asked what i wanted, she made no eye contact and as she was cutting the bread she said ""cheese"" and i asked her to repeat herself and said once again louder ""cheese"" and then after i had it toasted she just said ""veggies"" after i asked her to cut it into thirds she rolled her eyes and mumbled something under her breath. she asked if i wanted my receipt and i said ""no thank you"" and she crumbled it and walked away without saying a word. i don't know if she was just having a bad day or just hates being there but i definitely will tell people not to come to this location if this is the service customers get :)",2020,1,19
dlbyFnsELJ_lKYkOH_4ldA,xssX2VP_JW-Yg1sjBK8gXg,2.0,"there are two subways within my neighborhood, one located in walmart and this one.   i usually go to the one in walmart but i did not need to do any additional shopping, a mistake on my part.  subway food l is pretty much the same no matter where you go, so i have no complaints about food, customer service on the other hand is another matter,  i have been to many subways and most of rhe customer service has been above average until today, the service i received was not very good.   i  understand there can be frustration in a minimum wage job,  that frustration should not ne taken out on the customer,  if given the choice dribe down the street to walmart for a more enjoyable subway experience.",2019,4,3
PAknJi-ay3yMVPXDEWnOGw,6PwSM72ScNBBqIBtKQRsTw,5.0,clean and extremely courteous service. would go to this location anytime when i am in town!,2020,3,15
Vlo50L5aMOMcGDU_2A7izQ,Rp-LsUkZrQhxvEGPe9nhoQ,1.0,"ordered thru ubereats and the restaurant messed up my order. spoke to the manager and even though i had proof of what i ordered, the manager basically suggested i did not order what i paid for. will not be patronizing this specific establishment again.",2021,11,9
6xqfTWoTQuWupcJR_95JnQ,6PwSM72ScNBBqIBtKQRsTw,4.0,we wanted to have salad for friday lunch and i went to the subway and ordered chicken and veggie salad. the ladies were amazing. they accepted my all the requests and even chopped the vegetables. they added the sauces also which i requested and made the delicious salads. loved the service and the food.,2021,10,24
7XPx0k-vncGTYnoBUk7BcA,lF7Zn9GNg0wMpM5g5kWdBw,1.0,"love subway, but staff members jay and jenny are the least welcoming. had a friend (looked not to be staff) carried on with convo finished convo then helped... not the first time staff was unwelcoming",2020,4,21
OeMDHEXQcsq0ZGhk9Ta7qg,RSPBRkjkHcjcR_KrVimBBQ,2.0,"i came in to the subway that i used to frequent for lunch on tuesday, aug 20, 12:38 pm. the restaurant was clean, and the food neatly on display appeared fresh. the store had just a couple of customers, and that was surprising being it was during the height of lunch hour. the gentleman behind the counter greeted me with, hello, it's been a long time. he was the owner he had introduced himself years ago when i was a regular customer. i ordered my food a spicy italian on herbs and cheese roll and had requested my sauce be placed on the bread. there were some new toppings, so i was checking them out and not paying attention to the construction of my sub. the man asked sauce on top; i replied with ""did you put a good bit on the roll,"" i order it on the roll to help prevent it from dripping on my clothes. he made an angry face and proceeded to lift the contents off the roll and show me, i asked if there was a problem and he went on to reprimand me for having asked for a little on the bread, i may have used the word little but was only wanting to know if he put any on the bread because i wasn't paying attention and so that i knew there was sauce on it. there was no one in line behind me, yet so i was taken back by his giving me attitude. i took my sub to go, it was good but i have always been respectful to this guy and even tolerated his bad talking subway corporation in the past because ""they don't support the owners just have demands on them"" i had given him frequent receipt reviews all positive and even did a yelp review years ago that was also very positive. a woman was at the register and was very kind, thanking me for coming in. when i exited the store, it was the last time i will ever go there. maybe this explains how on a summer day during the lunch rush near a theme park, the store was not busy? after posting my briefly of displeasure with on the receipt survey i received an email from the owner, it was a boilerplate message saying he shared my feedback with his team to improve customer service. that was even more of an insult and showed how much he doesn't care about his customers. when i exited the store, it was the last time i would be there.​",2019,8,23
OUKg4qpovErGyaK2o4lS7A,PdnqUb4snxEV8TG6gNP1_Q,1.0,"went to this location for the first time and sad to say they dont stand up to the standards of other subways i went to before.

 i ordered tuna hoagie witj extra lettuce and cheese and it was disappointing. they put a little tuna on the roll and the extra lettuce i asked for was like 10 little shreds of lettuce. there was nothing to this sandwich besides bread.

 i would not come back here ever waste of money. 

the staff were angry and looked like they didnt want to serve customers and the vibe of the place was terrible. i wont be returning.",2019,1,9
-G7Zkl1wIWBBmD0KRy_sCw,APJQ-jyPYujo2Iw-OFOHlQ,3.0,"while the tuna hoagie was prepared with the requested ingredients through subway's app, the proportions weren't quite right, and as a result it was about the messiest sandwich i had consumed in several years. 

plenty of tuna, lettuce, tomato, green pepper, banana pepper, and sweet pepper hash loaded into their signature ""footlong"" roll, but also way too much squirt from the sweet onion sauce rocket, leaving the bread saturated and too weak to hold the entire package together. the result being a soggy, but tasty, mess, adding far too much sugar and unwanted calories to an otherwise simple creation. the flavor of the tuna was drowned out, and i had to find extra paper hand towels to keep the fallout under control. 

the shop itself was exceptionally clean, and the counter person friendly as she completed my order after my arrival. she was generous with the accoutrements, and therein lay the problem. there was so much being stuffed into the torpedo that in wrapping up in waxed sandwich paper, i could see it starting to leak around the edges. upon unwrapping at my desk, the excess moisture was escaping, and rivulets of sauce were flowing everywhere. with each bite food was evacuating out the back door, and my hands were getting drenched. the supply of thin non-absorbent napkins was quickly exhausted, and my fingers dripping and sticky. 

just not the kind of thing designed for a tidy working lunch. yes, it tasted pretty good, but i had to wash my hands and face before touching anything else. if there is a next time, i will be better prepared, or better yet, get the superior primo hoagies on the other side of town with that special sesame seeded roll.",2021,6,19
vU-gy6iAybFGseHpU6_jmw,WoLNjwMW7fDivhWwY7tODg,4.0,the staff were friendly. my sandwich was tasty. the restaurant was clean. the entire transaction was completed in a timely manner.,2021,8,30
FjUOQ3XIHXGmLYQddGiIxQ,mx5UL3OmOE2iExxYYF4-og,1.0,just got into an argument over freakin customer service from an employee that was threatening. never had this experience ever. do not go to this subway. cops have been contacted.,2019,1,25
