business_id,city,state,postal_code,latitude,longitude,stars,review_count,source
Z2E4P9ntSaQ9hHC6VffCnQ,Largo,Indiana,33770,27.9280439,-82.7872926,1.5,5,Y
2qg67Mq6cKjl1GPbls32Dg,Reno,Florida,89521,39.423294852,-119.7386165347,3.0,37,Y
y98y26WYSZqYCLXH-uQRLA,Indianapolis,Florida,46202,39.7798467,-86.1726923,2.0,20,Y
QAYPtrC1XGXVYDWGcV7yhg,Dresher,Delaware,19025,40.1421852,-75.1678636,5.0,8,Y
QVE3HLrEsRfMmOBvFJcExg,Zephyrhills,Pennsylvania,33545,28.2218629739,-82.2476351358,3.0,12,Y
G_1qwUSVAunua4Eiznj0hQ,Camby,Pennsylvania,46113,39.64229199,-86.3281584702,3.0,5,Y
QfXEdQpBojorGinfCnrKTA,Santa Barbara,Missouri,93103,34.4273816,-119.687148,2.5,17,Y
VciWUuWgNshjkRDPHiFCoQ,Santa Barbara,Louisiana,93105,34.438709273,-119.7518459083,3.5,8,Y
oZuwJ73TOT2hsKXozAvckA,Haddon Township,Florida,08108,39.9119927,-75.0530614,2.0,5,Y
ZfMDETGbFq0eAz8qLa5Aqw,St Charles,Indiana,63301,38.7704222911,-90.4920810692,2.0,13,Y
AnHSEz3G2AL4GK6c1-6xew,Largo,Florida,33771,27.8949673297,-82.7445583022,2.5,8,Y
t2XZviOgDWDp4PNaqMgpqg,Fishers,Missouri,46038,39.9725184,-86.0098449,2.5,5,Y
Om6OwVsJ_t2XHQBYKnlcHg,Edmonton,Pennsylvania,T5H 4K1,53.5573773554,-113.502512997,3.5,5,Y
WsXilzHbcR9fUoNjTZhUXA,Nashville,Louisiana,37209,36.1066484948,-86.9227812712,4.0,5,Y
mLySMuCql2eg-mqwj7Ge0w,St Louis,Indiana,63139,38.6282075387,-90.2877131065,2.5,10,Y
ijRJToHha_hzjSw3aod9HQ,Tucson,Pennsylvania,85745,32.2287327738,-110.9969680494,3.0,7,Y
VGmFLqUP0K3dus_mGyqtIQ,Reno,Nevada,89506,39.6260650792,-119.882677988,2.0,28,Y
nqsrL6BuIevb285dbdXjjA,Goleta,Arizona,93117,34.440601,-119.8268146474,2.5,10,Y
Sv8rzdwUHrugqlJiAsOOtw,Medford,New_jersey,08055,39.872246,-74.8124043,3.5,5,Y
0xKA6W8zTfs9MH-P-yvYNg,Mt. Juliet,Pennsylvania,37122,36.1122665668,-86.4212608328,4.0,5,Y
A3FD_WGaUBASqbR8ID6ZUA,Edmonton,Florida,T5Y 0L2,53.6273860745,-113.4160065651,2.0,5,Y
lqEsVDRq3dl5G4vA0aYjbw,Conshohocken,Arizona,19428,40.095553,-75.286132,1.5,11,Y
gwnS2dSQ8O7z3tyAZgGd1Q,Indianapolis,Tennessee,46217,39.663143212,-86.1830389509,1.5,16,Y
XkH6z8F30_TEljJ6OWjTIw,Nashville,Arizona,37228,36.1929335633,-86.8002916145,1.5,9,Y
c4sZmWea1ULin4AsX1wp0A,Indianapolis,Indiana,46220,39.853570321,-86.1216003997,2.5,10,Y
A3xLUQ70z8Vjsr-IeUdlWQ,Holiday,Florida,34691,28.1874429604,-82.73893,2.0,8,Y
wR7hImstt_9jh45kFY5PXg,Nashville,Louisiana,37221,36.0801000774,-86.953196589,3.5,9,Y
IQTT8y_QtumOscnVgZvprQ,Belleville,Pennsylvania,62220,38.4997263,-89.982838,3.0,6,Y
-e8idMo1i2j6AUyKm-UBzQ,Nashville,Arizona,37209,36.1316407237,-86.9078306686,4.0,5,Y
MqHiYxmG6Y7LDXhjHP3H4A,Indianapolis,Missouri,46226,39.8306157283,-86.0375441647,2.5,8,Y
hdhTBd-fs4OF0y1Vx3wikg,Tampa,Idaho,33610,27.995653634,-82.3861264814,1.5,6,Y
KXE13Chq-fy1H6dIVukX2w,Reno,Idaho,89512,39.5465462543,-119.7846442854,3.0,11,Y
3VGNIXzTuIl8qtu2uksaog,Metairie,New_jersey,70001,29.9756537984,-90.1765540152,2.5,6,Y
bYLEx3Al5ONUopUZ03aoiA,King of Prussia,Alberta,19406,40.0879217,-75.3910757,2.5,12,Y
dRYfyAnwZGfDKs83fOXotg,Nashville,Florida,37215,36.1013228833,-86.8193023721,3.5,8,Y
qz4SK1mmJlJs2m6hlsNlYA,Boise,Idaho,83705,43.5809292261,-116.2431395149,2.5,8,Y
kEi05FoJJALcbz31dxmDEw,Franklin,Florida,37064,35.8941180367,-86.8785420824,2.0,6,Y
gIENOFOP1slo5UsrZRqEOw,Tampa,Tennessee,33629,27.9326118,-82.5063215,2.5,7,Y
vnB_NyVjpp705jDEypH2vA,Glen Carbon,Florida,62034,38.7776176203,-89.9521944367,2.0,6,Y
NFB1Q0zyy6LS9eraHp-N5A,Tucson,Pennsylvania,85705,32.2871623301,-110.9657429433,2.0,11,Y
45qdGcVB516AzDYyPDiY0g,Philadelphia,California,19134,39.9923232025,-75.0998242303,3.0,8,Y
4OxrTuQqlqSptzDF5aJuSA,Spring Hill,Pennsylvania,34609,28.461086039,-82.5381119,3.0,5,Y
WoJcgS0d24IA2yGwW-ge0A,New Orleans,California,70127,30.0315706199,-89.9736428065,2.5,7,Y
9xFg3NPiL9gLQZEY2AM9gQ,Indianapolis,Florida,46204,39.7685912,-86.1546109,2.5,5,Y
ux3DPp2_VDqWH1jO6Ic-vg,Indianapolis,Pennsylvania,46256,39.8993760624,-85.9930352907,2.0,5,Y
e9dMpY4Lm8w9z_A4br4Slg,Rock Hill,Tennessee,63119,38.6061053,-90.3745224113,2.5,8,Y
40yZy3NmbB9xjnFHOPdrag,New Orleans,Pennsylvania,70112,29.957323304,-90.0745788218,2.0,7,Y
lW-P17SXXOp_jaTxzrMOPQ,Tampa,Alberta,33604,28.0259326,-82.4598526,2.5,11,Y
C7DQfgxrhHUl5bYtC5eMAA,Catalina,Tennessee,85739,32.4825992583,-110.9205333,3.0,5,Y
eEVshVMh8o6NrtsFv1P0LA,St Louis,California,63126,38.5288426047,-90.3635417901,2.0,10,Y
cJwEovDtd2G_HcRZRRkYOQ,New Orleans,Illinois,70130,29.9420310033,-90.065015834,2.0,19,Y
bRPClKcPV9DMZonu7xAT8w,St Petersburg,Missouri,33704,27.8023219,-82.6388800315,1.5,8,Y
QwADkhkZHUIR2QZ29axn6w,Clearwater,Missouri,33762,27.894518557,-82.6845208,3.0,9,Y
Za9ilgZ-9VnTJnl2jKlQlA,Tampa,Missouri,33607,27.9629253,-82.5060063,2.0,10,Y
LnJVX8_vVq1QIlbEGQHYnw,Indianapolis,Pennsylvania,46203,39.6994916977,-86.0854492891,2.0,5,Y
2ZwBQdlouprtw_MMOi9hxw,Indianapolis,Florida,46226,39.8536731139,-86.0854520911,1.5,6,Y
Sn00sOUJTyhoiZwyC2jHhw,Tucson,Arizona,85701,32.222027483,-110.9718231023,4.5,10,Y
av45C-bRKQ-1-zTRTWNXng,Pinellas Park,Pennsylvania,33781,27.8389385247,-82.6976083951,3.0,14,Y
X3ItPYxc6dIvFXp6Xij21w,Philadelphia,Florida,19130,39.9625709,-75.168772,2.0,5,Y
b2kjgx_Py8_mC8xXkTnRIg,Stead,Florida,89506,39.6153783917,-119.8530912428,2.5,7,Y
NqLpZogLUgEQOeU7kj6cbw,Pinellas Park,Indiana,33781,27.8366022,-82.728067,2.5,5,Y
F5TgTlCw5Zl-AJGGT5v0ZQ,New Port Richey,Florida,34652,28.2203689,-82.735062,2.0,8,Y
bz3Z6Lj3_r9BWAClE1cHpQ,Philadelphia,Tennessee,19115,40.1013949795,-75.0286053176,3.5,12,Y
gCin0EV57Dy0XpMm2GiwYw,Reno,Illinois,89512,39.5540859308,-119.7827173091,2.5,24,Y
_IqO_BD1NPjZfZvE6pcc_g,Creve Coeur,California,63141,38.6738553702,-90.4560295794,2.5,5,Y
I1TUWTWvA5X-fTwGfuwX4A,St Louis,Florida,63104,38.6098258,-90.2412237,2.0,10,Y
fra6poZMqkjuU0Gvhpb7hg,Tucson,Pennsylvania,85749,32.2595204,-110.7981741825,3.0,8,Y
y9gjpTGwxdLJYPlN_CRhJA,Philadelphia,New_jersey,19107,39.949013,-75.159479,2.0,5,Y
OtFQjONNg0z6TdSQ1Zxb9w,Tampa,Pennsylvania,33602,27.9484714977,-82.4587940844,2.0,18,Y
XFUuPGGzap22YQY_denOVQ,Saint Louis,Florida,63125,38.504613301,-90.2959351561,1.5,16,Y
Lc6OmKJT1FEmSb85K0JNTw,Wesley Chapel,Missouri,33543,28.235449,-82.352153,2.5,5,Y
0RI2smA-v-pGZPmq1jc6wg,St Petersburg,Alberta,33701,27.7683752608,-82.6357920248,2.5,18,Y
jOJcrm1gqLdJYad8bHWTLw,St Petersburg,Louisiana,33711,27.7300535,-82.6796808,2.5,5,Y
3eh3fHpfOBj6agJxvjtYjQ,Nashville,Delaware,37211,36.1097361321,-86.7258500123,1.5,8,Y
tUVHyBR-i6Jzrtp8FAiROA,Maryland Heights,Florida,63043,38.7498898661,-90.4636515933,1.5,7,Y
aXcjf0vL1U4FmWANWyf1nQ,Indianapolis,Pennsylvania,46236,39.8629999804,-85.9695317945,2.0,5,Y
-7UDKbg_8TL4LVuYR6Ooyw,Clearwater,Florida,33759,28.0104754,-82.7095503,3.0,5,Y
bAoaqkzsAPJ8gZ6Ffw1kGg,Tucson,Florida,85714,32.1637456344,-110.9388815,3.5,14,Y
GxaFs9X1Z_XbS9KvahOSHg,Wesley Chapel,Florida,33543,28.1864431,-82.3584426872,1.5,10,Y
58w6OoOfo_xEpAyPfY9dOA,Valrico,Idaho,33594,27.9391379,-82.2546705,3.5,5,Y
UkH7TqgETnveiizXkv9mmw,St Petersburg,Alberta,33710,27.7805305231,-82.7007121141,2.5,10,Y
GFgK7im49cYOMFanYc7SYg,Carmel,Arizona,46033,39.9796635499,-86.0722372113,2.5,11,Y
Whr0BgfTnl0MHWEvM5mMJQ,Largo,Tennessee,33770,27.9170848278,-82.8070762692,3.5,6,Y
iiGZ9enC2Ykvcp4B6qnk6g,Riverview,Illinois,33578,27.7930712,-82.3329654,2.5,6,Y
OYLgL3G5rQdqPH7fH3__LQ,Nolensville,Louisiana,37135,35.9641218,-86.6743164,2.0,8,Y
6Ay6TIjOq83hyRBF6j6YCQ,Tucson,Indiana,85718,32.307569,-110.8907646,3.5,8,Y
W4eCcwkxWoy2-uV8-aFmlw,Indianapolis,Tennessee,46237,39.6649507856,-86.0987082204,2.0,5,Y
nSdX0u7XiCItLQNTtlsmUw,Indianapolis,Pennsylvania,46225,39.7612447,-86.1574501983,3.0,10,Y
EEJJgQ69_ra2A7DHWWsl5Q,Reno,Pennsylvania,89511,39.452906,-119.7776453,4.0,5,Y
CK961tD6ceTtZnPhXTxX8Q,Sparks,Florida,95661,39.52409514,-119.7679234275,2.5,11,Y
WRphxfyuFw7EXdwAidFbRA,Odessa,Pennsylvania,33556,28.127178575,-82.5745517503,4.0,6,Y
kJvvhsdGvo4r6tDK7xMQSQ,King of Prussia,Missouri,19406,40.0940922504,-75.360972,3.0,14,Y
yMkuFECeuKOZi_4e-qPahA,Metairie,Pennsylvania,70006,30.0064404356,-90.1963332005,1.5,6,Y
8R0qO4I8ip_RVWbmJyhEtw,Reno,Louisiana,89523,39.504510628,-120.0004575127,3.0,5,Y
hEPE9w8BNBp9_JqjKE3T7A,Tucson,Nevada,85748,32.2194483884,-110.7720614281,3.0,12,Y
gTrMIREEyNErXk0oGkXmlg,Hazelwood,Pennsylvania,63042,38.7651641116,-90.3690177233,3.0,6,Y
n2TGZRY4xTXASWh0baHzEw,Lithia,Tennessee,33547,27.8614668423,-82.2007046107,1.5,7,Y
1FliMoYQnq72HRxEIPY0_A,Philadelphia,Florida,19107,39.9534075108,-75.1536959659,2.0,9,Y
kZNtf6Pw5sEohpQl_4a3AA,Sahuarita,Florida,85629,31.9598611041,-110.9838243256,2.5,15,Y
g9-krE9nt-pyIcKhuUO3-A,New Orleans,Tennessee,70122,30.0281103,-90.0533882364,2.0,11,Y
vpV8g_SAY8TR8Jmzevuw5g,Philadelphia,Pennsylvania,19129,40.0110715055,-75.1765092338,2.0,7,Y
78X2nrDyQSjO4-VgPI9X2w,Westhampton,Pennsylvania,08060,40.0257739203,-74.8569692594,2.0,5,Y
SP9nuwW2EfwiwiAs-y8zug,Sparks,Indiana,89431,39.5476622968,-119.7518697331,3.5,8,Y
6Ok27EEt4IDU_8gAXP591w,Indianapolis,Arizona,46229,39.7767317,-85.9566047077,3.5,7,Y
lMNB-M0rzOBZfhlmAUeLCA,Tampa,Tennessee,33612,28.0688501,-82.4352726,2.0,9,Y
hn3-6Oa6AzjZ-VmZ9BUw2A,Tampa,Pennsylvania,33647,28.1553798954,-82.356663,1.5,8,Y
YA4j4UBDpEv4cnP8alqScg,Tucson,Indiana,85748,32.2069691485,-110.7885303497,2.0,12,Y
gaa1fQD2ts9pNL2tvHXLOA,Tucson,Florida,85737,32.3936417202,-110.9964109172,3.5,5,Y
JlC4Bs7AAy-IyvDwxz8IcQ,Sparks,New_jersey,89434,39.5569653,-119.7039896,1.5,28,Y
-2CPhK6ik9ZBgFX_F-dkxQ,Tampa,Delaware,33613,28.0870290393,-82.4583099247,2.0,5,Y
DKKsai_kuH5yLrDHZU8NYQ,Tucson,Alberta,85704,32.3058141678,-111.0095849985,3.0,10,Y
np5GqYxPjiwGNPSlR-V_iA,Boise,Tennessee,83706,43.606019858,-116.2115015709,2.5,7,Y
lW0TV2wz00jSbtNV4JqA0Q,St Petersburg,Florida,33702,27.8280178,-82.6477103097,2.0,7,Y
lykLJFARTz_boAGFPfe5_A,Tampa,Nevada,33615,28.0032729,-82.5963375,2.5,12,Y
VtGfTOQvs2n0L18JHGNkgQ,Edmonton,Pennsylvania,T5J 2W9,53.541152,-113.5013523,2.0,5,Y
Fua2G2W-oE7XoWnNIbnE5A,Kenner,Tennessee,70065,30.0224763656,-90.269088,2.0,9,Y
nw58qNTeh7gRyJsEZv9EIg,Edwardsville,Florida,62025,38.7793371,-89.9828228,2.0,5,Y
cuCa48riHFi_YYEZFrSApw,Maryland Heights,Tennessee,63043,38.7139024929,-90.4392558233,3.0,5,Y
eLS3G2FMhq1kJ5obGYsG0Q,Town And Country,Pennsylvania,63131,38.6265610894,-90.4821681608,1.5,13,Y
MMe-OJeHIgRTulqKPJ-QVg,Nashville,Alberta,37211,36.0468807849,-86.715089712,1.5,7,Y
F0a_Aa4MfqWUH7HHGYRtbQ,Plymouth Meeting,Nevada,19462,40.1163764,-75.2822172,2.5,7,Y
H3gkB_js-kfN4WFojFugAQ,Metairie,New_jersey,70005,29.988502,-90.130524627,2.5,8,Y
Onr_CFM7P3rq8ILp1UFJrw,Lutz,Arizona,33559,28.1851782,-82.4071106,2.5,6,Y
Pz49gFAaCXB130Q7fhwtmA,Chalmette,Florida,70043,29.951681,-89.958578,2.0,8,Y
CSiJiPKT_OOJ6CzB0R2_GQ,Tampa,Florida,33602,27.95045643,-82.4554218558,2.5,8,Y
JkkazxGDTPQV-9670qxx3w,Willow Grove,Pennsylvania,19090,40.159108,-75.139129,1.5,6,Y
vOJvQMe_EEjea0_yFrtnkw,Sunset Hills,California,63127,38.5544479,-90.4079791,1.5,12,Y
FXL5bNO7W9_xPpEhkynnYQ,St Louis,Pennsylvania,63146,38.6953602907,-90.4290386,3.0,7,Y
6ABon6uRYt9Ji_W4ehn9lg,Boise,Florida,83716,43.5432168161,-116.1539414643,2.5,6,Y
3VdScOpQ4N1N-EqjA9NwZg,Nashville,Florida,37210,36.1572316392,-86.7706163526,2.5,5,Y
4iRZPPkZ4-EDbgEoYswUMw,High Ridge,Pennsylvania,63049,38.4763436884,-90.5214441,2.5,10,Y
H3G4upTI99ZKxtjLkDXz7Q,Nashville,Pennsylvania,37209,36.1493556487,-86.8595372,2.5,5,Y
Pms6nHJq_fBkBn3HlI1DyA,Philadelphia,Arizona,19106,39.950265,-75.147745,2.5,9,Y
jzJFNXrHorEnv0FqtB0fTQ,Reno,Pennsylvania,89511,39.4671369224,-119.7848760294,2.5,17,Y
iz-zkIOSaCsbOPMXB4rVPA,Indianapolis,New_jersey,46204,39.7668698,-86.1592368,3.5,6,Y
FR1xz_cCRWHGn6gZHa1K9g,Brentwood,Florida,37027,36.0355262687,-86.790107592,1.5,17,Y
FLYfQFkSxC5sFOkq_nb8Cw,Carmel,Florida,46032,39.9592223,-86.154627,3.5,16,Y
MWD2LFCQ-f4zezkM7fpsSQ,Indianapolis,Missouri,46227,39.7086941418,-86.1432909067,2.5,6,Y
YHpaAneR3gxFm6Ol_EKJAg,Tampa,Tennessee,33605,27.959856,-82.402366,4.0,5,Y
mca8Sx8I9M9Jz75O9f096Q,New Whiteland,Pennsylvania,46184,39.5563039,-86.088568694,2.5,5,Y
5CW82H2eIcCAH5AGzF7clQ,Philadelphia,Florida,19148,39.9217963463,-75.1468242233,3.0,9,Y
phlcnA8qZlthpAu1YLOw2A,Vail,Florida,85641,32.0508725,-110.7092846,2.5,13,Y
qqBPf0WQf8EUahAuO9oN1A,West Chester,Pennsylvania,19382,39.9592680237,-75.6166136612,2.0,8,Y
LB9agaVVjs20u-mEYXLv3Q,Greenwood,Florida,46142,39.6231106069,-86.1192098212,1.5,5,Y
rWW3oGwFEb1TGhuioDDyHw,Florissant,Missouri,63031,38.7937523,-90.3415436,2.5,5,Y
D17gTqd11OdMYBC6i6pORw,Tucson,Arizona,85711,32.2064023758,-110.9057549038,3.5,7,Y
gB33WKhCqPpWvJeUWcHlvg,Brandon,Pennsylvania,33511,27.8934577505,-82.272791931,3.0,5,Y
ZJQZ0QLow05pfXLjzsjm8w,Indianapolis,Florida,46236,39.900970333,-85.9589038909,2.5,7,Y
qhNIJZBstJWVg63SWtus0g,Tampa,Pennsylvania,33619,27.9806235,-82.339245,2.5,9,Y
PQaHCaL-EUtWmTiejAQ30Q,Bensalem,Florida,19020,40.1043306033,-74.9508775718,2.5,5,Y
4zy6I_nO7u4FVo1305mSfg,Metairie,Pennsylvania,70002,30.0017243,-90.1467937427,2.5,12,Y
HUNja54hC16w8jWPKVQqHA,Tucson,Idaho,85719,32.2365150736,-110.9427822003,2.5,10,Y
2oB29blmV7_i5kR5GvDxeQ,Indianapolis,Tennessee,46237,39.6522993734,-86.0833794436,2.0,5,Y
R8rph-89xB_CpS5dh486SA,Tucson,Arizona,85750,32.3074071,-110.8458664688,3.0,8,Y
UwDYz4wwqjr_xqhuW0bM0A,Spring Hill,Florida,34609,28.4909535358,-82.5404522147,1.5,6,Y
ZR0djeQOJnCo5MezS6giow,Riverview,Florida,33578,27.8932236,-82.3210155963,3.5,9,Y
0DpVMoXMvN7vtGDCzNy57w,Seminole,California,33772,27.8403257729,-82.7925845444,3.5,8,Y
9JZ2DY3PNLzqQtW2GkQUCg,Largo,Pennsylvania,33774,27.8797254,-82.8275084,4.5,5,Y
Raj6Hh5PYXS9cVRPAksEsQ,Carmel,Florida,46032,39.9692056,-86.1559929,2.5,5,Y
EiEfjUX05rYhSh43wKCYew,Fairless Hills,Indiana,19030,40.168774,-74.849045,3.5,5,Y
CLXAH-PtMswVupgkEsW3uQ,Kenner,Florida,70062,30.0042087,-90.2410129,2.0,8,Y
RhuFGWbkMSHWPEFvHVX5hg,New Orleans,New_jersey,70130,29.935076,-90.0787135,2.0,15,Y
QUX85oHOfZLmb-t9wxIOmg,Spring Hill,California,34606,28.4580094,-82.6241621735,2.5,8,Y
2mdQ6nhqreMnkFkSJuY6NA,Nashville,Florida,37211,36.041071,-86.7425309,2.5,13,Y
FjVAwrTr0AMfs78pDLamtA,Goleta,Tennessee,93117,34.4294670263,-119.8670702069,2.5,17,Y
pX_IVV96CreozyPtKNyEGg,Des Peres,Tennessee,63131,38.6026249699,-90.4410971586,3.0,6,Y
6bKW-ugklyJPnfFpmWSrzg,Tampa,California,33626,28.07094,-82.632432,2.5,17,Y
4z-7YMw9_YMszg2oETuKbw,St Louis,Florida,63101,38.6265832946,-90.1969516382,2.0,11,Y
1W4gz758cCBQHEmlCAycPA,Saint Louis,Florida,63118,38.591143,-90.243595,1.5,5,Y
u4FJ7DgSX2rTzWT3A9gIKQ,Norristown,Pennsylvania,19403,40.127169,-75.433474,4.0,5,Y
KDJoFaUy8Fx9cqkh0xzS7Q,New Orleans,Missouri,70114,29.9501250683,-90.0343745165,1.5,6,Y
GXwChmM3Kam95-BWU5nCxg,White House,Pennsylvania,37188,36.4699963392,-86.6737482411,2.0,7,Y
5n9LmVHeAFsfWJv520et0w,Carmel,Florida,46032,39.9415671364,-86.2344109515,4.0,9,Y
hxghdsVS3nJr1Y_KMobfeg,Goleta,Louisiana,93111,34.4367811448,-119.8028984102,1.5,19,Y
al-VBrMfrvecfnysfDBapQ,Edmonton,California,T6E 3S9,53.517386,-113.485641,4.0,5,Y
b9TgJmvmD6Edez5eMgr6bA,Indianapolis,Louisiana,46239,39.7502352102,-86.0302695,2.5,6,Y
Ojg0gd1fFb_u15FxxlAtKg,Philadelphia,New_jersey,19103,39.9545573,-75.1709457,2.0,5,Y
3O3HU-mTvl4AJkT7KH0ApA,Berwyn,Idaho,19312,40.0681261,-75.4468334,2.5,9,Y
a4dsLe2-6fJG2BdD45XlIg,Riverview,Illinois,33569,27.8582352,-82.3252061,3.0,9,Y
L617WGpANJZW8orvCdOO1w,Riverview,Florida,33569,27.8540104,-82.2723475,1.5,7,Y
XPOvJBe5f-gYMdboT_MXmw,Philadelphia,Arizona,19128,40.034586,-75.215842,2.5,6,Y
61kYBWieW5ydEW9VP2CPYw,Meridian,Indiana,83642,43.6044414,-116.4159721,2.0,5,Y
_3WAkg_nfdRoOvadFs9teA,Nashville,Indiana,37204,36.1322385,-86.7787211444,3.5,17,Y
JFxxuEeK8N2RghRQMAnYAg,Oro Valley,Arizona,85737,32.4220976444,-110.9622112565,3.5,9,Y
qJsbhljm1ccXy5H826o6Og,Garden City,Tennessee,83714,43.665074,-116.2800817475,2.5,5,Y
3Bk8kudN2sAWPp12xUA4lw,Marana,Illinois,85658,32.4251502538,-111.0439328818,3.5,14,Y
tZPmtEI7zFaCPyhpy-mrHg,Tucson,Pennsylvania,85743,32.327555331,-111.2187836,2.0,9,Y
Yn6YpvotFLYofHSHEqwOiw,New Port Richey,Florida,34654,28.2738296415,-82.6280348149,3.0,5,Y
TyT9JIoRkAzQHXH5sxkAUw,New Orleans,Missouri,70124,30.0211492983,-90.1120792472,1.5,19,Y
uVntIsdb-gMdmrCY7bvnBw,Indianapolis,Florida,46204,39.7734460405,-86.1522045317,3.0,9,Y
IVHSJYj7Z1srKbZNhmxM7Q,Kingston Springs,California,37082,36.0877452,-87.1013864,4.5,8,Y
KXW2kATTrnWZlY3TBVJqHA,Tucson,California,85741,32.3250675,-111.046587314,3.5,11,Y
xuhn6Itsf--h8-epxirWGw,St Louis,Missouri,63134,38.7323741306,-90.3566326,3.5,8,Y
WMyF7FDJBl3H2cL0Pe25Lg,Tucson,Tennessee,85710,32.2214885122,-110.8247933498,2.5,20,Y
SqRS8tgUVzRWV2FgQ0A5PQ,New Orleans,Florida,70122,30.0062151993,-90.0746515193,3.0,5,Y
hwRGsA-nW5Hi9LTApwA5RA,Boise,Florida,83704,43.6191557517,-116.3161562604,2.5,14,Y
k0PzT0_WiOZXndrsz8fIxw,Gretna,Pennsylvania,70053,29.914282,-90.047659,2.0,6,Y
zKOSvTY4AwsTImK4nxphdQ,St Louis,California,63108,38.6414664235,-90.2462918,3.0,12,Y
4eFOGnHxVgVet0gUSF7cXg,Plainfield,Pennsylvania,46168,39.6708708,-86.3683081,3.0,7,Y
qmBYuem4NQv-5zWiVI3YLg,Nashville,Louisiana,37214,36.2055429,-86.694229,3.0,5,Y
F0QWKYUmBkxWOap1xspVzw,Tampa,Pennsylvania,33611,27.8929928711,-82.5246647316,3.5,6,Y
O0e34ICtjtOZuvSN6-lGxg,Indianapolis,Tennessee,46216,39.8541597,-86.0063857932,2.5,12,Y
sWzJ4HrBxTDkVDodmwFxvQ,Edmonton,Louisiana,T6X 1A3,53.4243487,-113.462225,4.0,6,Y
kGiXSCnUl6-LMJ4FLn2k4Q,Tampa,Pennsylvania,33605,27.9552597394,-82.4366213891,1.5,6,Y
o-mPNuDkMsO7uxOZ2H8w9w,Affton,Indiana,63123,38.5493562,-90.3354295026,2.0,5,Y
ungqzRuOe6g2X7jmjOQ3dw,Hermitage,Arizona,37076,36.172629346,-86.6010262669,1.5,7,Y
lJ0kV8sQGPPw4Fm7Q5i-7A,Edwardsville,Indiana,62025,38.8116757837,-89.9521136632,2.5,5,Y
uYyfBdh2-v4Lg165p9UjNQ,Indianapolis,Tennessee,46250,39.8682373,-86.0966134,4.0,5,Y
kAGknILVe6xCv9a2uc5JHw,Carpinteria,New_jersey,93013,34.3961373756,-119.5142703997,2.0,25,Y
SviBUV-0nWV9dpS1yxDuTw,Terrytown,Pennsylvania,70056,29.9015245,-90.0182348,2.5,6,Y
YnAlDbAGvBD8c4oSO8BVKA,Indianapolis,Pennsylvania,46241,39.7000588,-86.3149531,3.0,6,Y
bP1lwYkGwLvw0TqhuamnSA,Clearwater,Florida,33755,27.9896256171,-82.7740884911,2.5,15,Y
JU3M7AnNlWvwAf5iRYC1cA,St Louis,Louisiana,63132,38.6740799,-90.3879354194,4.5,7,Y
GZA3iZJm6-_-UT95BerzUw,St Pete Beach,Louisiana,33706,27.7324685,-82.744644875,2.5,13,Y
g88mb6am4W2u_XNDN00y1A,Creve Coeur,Florida,63141,38.6699296899,-90.442754,2.5,8,Y
-x-niT6JolhXi6VuKclgxw,Edmonton,Pennsylvania,T5T 5Y1,53.5052105,-113.6191383,2.0,5,Y
iNSyPyfUPwyeKdMI6aAiYA,Tucson,California,85745,32.2515727,-111.0122355,3.5,9,Y
rpeLkHUD7iyPPoTessBPMA,Marana,Tennessee,85743,32.3728719653,-111.1361488495,3.0,11,Y
GCeVyw84N1FkIcTaA14BUA,Reno,New_jersey,89503,39.5314327,-119.863929,3.0,23,Y
O5Z8X1I8hqYnl0AC16SnjQ,Clearwater,Idaho,33759,27.9608445,-82.7222513,2.0,14,Y
6dBTa5IQLANpgRaWZJCMBQ,New Orleans,Florida,70131,29.932236,-90.004271,2.5,5,Y
iZjH7SKfiPSplPIHvbhwtQ,Green Valley,Florida,85614,31.9097505652,-110.9837053205,4.5,6,Y
YQfU5p1kRRaetzeseaM22Q,Indianapolis,Indiana,46234,39.7795325315,-86.309403624,2.0,8,Y
GFrT38hSaIZ2xO6WCV3rbg,Nashville,Florida,37204,36.1054427127,-86.7954809029,2.0,6,Y
cdbEEL_0TLOPgdfsB3PUvA,Collinsville,Florida,62234,38.691322265,-89.974966,2.5,9,Y
C96ynw3G1KrqBOdafxbTKw,Sun City Center,Florida,33573,27.714605,-82.3358514474,4.0,5,Y
